"Drug Name","Active Ingredient","Application Number","Application Type","Supplement Date","Database Updated","Link"
"LIDOCAINE HYDROCHLORIDE 0.8% AND DEXTROSE 5% IN PLASTIC CONTAINER","","019830","NDA","05/19/2020","05/20/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2262"
"LIDODERM","LIDOCAINE","020612","NDA","11/02/2018","11/05/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1715"
"LIKMEZ","METRONIDAZOLE","216755","NDA","07/08/2024","07/10/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2989"
"LILETTA","LEVONORGESTREL","206229","NDA","06/29/2023","06/30/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1170"
"LIMBITROL","AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE","016949","NDA","10/28/2024","10/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=166"
"LINCOCIN","LINCOMYCIN HYDROCHLORIDE","050317","NDA","04/11/2022","04/13/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=554"
"LINEZOLID IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","","206473","NDA","11/08/2024","11/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1409"
"LINZESS","LINACLOTIDE","202811","NDA","06/12/2023","06/14/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=382"
"LIORESAL","BACLOFEN","020075","NDA","01/16/2019","01/17/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=458"
"LIPIODOL","ETHIODIZED OIL","009190","NDA","04/05/2023","04/10/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2275"
"LIPITOR","ATORVASTATIN CALCIUM","020702","NDA","04/02/2024","04/03/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1117"
"LIPOFEN","FENOFIBRATE","021612","NDA","06/03/2021","06/04/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1570"
"LIPTRUZET","ATORVASTATIN CALCIUM; EZETIMIBE","200153","NDA","10/28/2024","10/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1175"
"LIQUAEMIN LOCK FLUSH","HEPARIN SODIUM","000552","NDA","10/24/2024","10/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3037"
"LIQUAEMIN SODIUM","HEPARIN SODIUM","000552","NDA","10/24/2024","10/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3038"
"LIQUAEMIN SODIUM PRESERVATIVE FREE","HEPARIN SODIUM","000552","NDA","10/24/2024","10/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3039"
"LIQUID E-Z-PAQUE","BARIUM SULFATE","208143","NDA","08/04/2017","08/29/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=884"
"LITHIUM CARBONATE","LITHIUM CARBONATE","017812","NDA","10/13/2022","10/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1703"
"LITHIUM CARBONATE","LITHIUM CARBONATE","018558","NDA","10/13/2022","10/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1704"
"LITHIUM CITRATE","LITHIUM CITRATE","018421","NDA","10/13/2022","10/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1705"
"LITHOBID","LITHIUM CARBONATE","018027","NDA","10/13/2022","10/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=231"
"LIVALO","PITAVASTATIN CALCIUM","022363","NDA","03/14/2024","03/18/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=560"
"LIVMARLI","MARALIXIBAT CHLORIDE","214662","NDA","07/24/2024","07/29/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2742"
"LIVTENCITY","MARIBAVIR","215596","NDA","09/08/2022","09/12/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2673"
"LO LOESTRIN FE","ETHINYL ESTRADIOL","022501","NDA","04/29/2022","05/05/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1190"
"LO MINASTRIN FE","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","204654","NDA","08/09/2017","08/11/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1187"
"LO/OVRAL","ETHINYL ESTRADIOL; NORGESTREL","017612","NDA","10/31/2022","11/03/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1198"
"LO/OVRAL FE","ETHINYL ESTRADIOL; LEVONORGESTREL; FERROUS FUMARATE","018206","NDA","04/29/2022","05/04/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1199"
"LO/OVRAL-28","ETHINYL ESTRADIOL; NORGESTREL","017802","NDA","04/25/2022","05/04/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1193"
"LOCOID LIPOCREAM","HYDROCORTISONE BUTYRATE","020769","NDA","10/03/2024","10/07/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3030"
"LOESTRIN 21 1.5/30","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","017875","NDA","01/04/2023","01/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1213"
"LOESTRIN 21 1/20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","017876","NDA","01/04/2023","01/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1211"
"LOESTRIN 24 FE","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","021871","NDA","01/04/2023","01/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=295"
"LOESTRIN FE 1.5/30","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","017355","NDA","01/04/2023","01/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1214"
"LOESTRIN FE 1/20","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE","017354","NDA","01/04/2023","01/09/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1212"
"LOKELMA","SODIUM ZIRCONIUM CYCLOSILICATE","207078","NDA","02/08/2024","02/12/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2241"
"LOMOTIL","ATROPINE SULFATE; DIPHENOXYLATE HYDROCHLORIDE","012462","NDA","10/05/2017","10/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1295"
"LONSURF","TIPIRACIL HYDROCHLORIDE; TRIFLURIDINE","207981","NDA","08/02/2023","08/02/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=937"
"LOPERAMIDE HYDROCHLORIDE","LOPERAMIDE HYDROCHLORIDE","021855","NDA","03/09/2017","03/10/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=887"
"LOPID","GEMFIBROZIL","018422","NDA","12/10/2020","12/11/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=122"
"LOPRESSOR","METOPROLOL TARTRATE","017963","NDA","12/22/2023","01/04/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2812"
"LOPRESSOR HCT","HYDROCHLOROTHIAZIDE; METOPROLOL TARTRATE","018303","NDA","12/22/2023","12/27/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2307"
"LOQTORZI","TORIPALIMAB-TPZI","761240","BLA","04/22/2024","04/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2944"
"LORBRENA","LORLATINIB","210868","NDA","03/03/2021","03/09/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2268"
"LOREEV XR","LORAZEPAM","214826","NDA","01/13/2023","01/25/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2719"
"LOSEASONIQUE","ETHINYL ESTRADIOL; LEVONORGESTREL","022262","NDA","01/27/2023","01/31/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1209"
"LOTEMAX","LOTEPREDNOL ETABONATE","200738","NDA","12/08/2020","12/14/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2367"
"LOTEMAX","LOTEPREDNOL ETABONATE","202872","NDA","07/20/2018","08/30/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1637"
"LOTENSIN","BENAZEPRIL HYDROCHLORIDE","019851","NDA","01/07/2019","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1171"
"LOTENSIN HCT","BENAZEPRIL HYDROCHLORIDE; HYDROCHLOROTHIAZIDE","020033","NDA","08/20/2020","08/27/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1172"
"LOTREL","AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE","020364","NDA","02/10/2020","02/12/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1140"
"LOTRISONE","BETAMETHASONE DIPROPIONATE; CLOTRIMAZOLE","018827","NDA","06/14/2019","06/18/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1585"
"LOTRONEX","ALOSETRON HYDROCHLORIDE","021107","NDA","04/03/2019","04/04/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=6"
"LOVAZA","OMEGA-3-ACID ETHYL ESTERS","021654","NDA","09/04/2020","09/08/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1913"
"LOVENOX","ENOXAPARIN SODIUM","020164","NDA","12/11/2018","12/18/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1334"
"LOXITANE","LOXAPINE SUCCINATE","017525","NDA","02/23/2017","02/27/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=863"
"LOXITANE C","LOXAPINE HYDROCHLORIDE","017658","NDA","02/23/2017","02/27/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=861"
"LOXITANE IM","LOXAPINE HYDROCHLORIDE","018039","NDA","02/23/2017","02/27/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=862"
"LOZOL","INDAPAMIDE","018538","NDA","03/02/2021","03/04/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2416"
"LUCEMYRA","LOFEXIDINE HYDROCHLORIDE","209229","NDA","09/05/2024","09/09/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3020"
"LUCENTIS","RANIBIZUMAB","125156","BLA","02/15/2024","02/20/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=716"
"LUMAKRAS","SOTORASIB","214665","NDA","09/30/2024","10/28/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2700"
"LUMASON","SULFUR HEXAFLUORIDE LIPID-TYPE A MICROSPHERES","203684","NDA","04/09/2021","04/12/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=636"
"LUMIFY","BRIMONIDINE TARTRATE","208144","NDA","02/21/2019","03/08/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1892"
"LUMIGAN","BIMATOPROST","021275","NDA","03/08/2022","03/11/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1161"
"LUMIGAN","BIMATOPROST","022184","NDA","03/08/2022","03/11/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1162"
"LUMIZYME","ALGLUCOSIDASE ALFA","125291","BLA","12/30/2024","01/02/2025","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1963"
"LUMOXITI","MOXETUMOMAB PASUDOTOX-TDFK","761104","BLA","08/20/2020","08/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2304"
"LUNESTA","ESZOPICLONE","021476","NDA","08/18/2019","08/26/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1747"
"LUNSUMIO","MOSUNETUZUMAB-AXGB","761263","BLA","11/22/2024","11/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3054"
"LUPANETA PACK","LEUPROLIDE ACETATE; NORETHINDRONE ACETATE","203696","NDA","08/09/2023","11/08/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2723"
"LUPKYNIS","VOCLOSPORIN","213716","NDA","04/29/2024","05/01/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2951"
"LUPRON","LEUPROLIDE ACETATE","019010","NDA","12/10/2018","01/09/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1072"
"LUPRON DEPOT","LEUPROLIDE ACETATE","019732","NDA","03/21/2024","03/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=146"
"LUPRON DEPOT","LEUPROLIDE ACETATE","020517","NDA","03/21/2024","03/26/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=147"
"LUPRON DEPOT","LEUPROLIDE ACETATE","020708","NDA","03/18/2020","03/25/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1532"
"LUPRON DEPOT-PED","LEUPROLIDE ACETATE","020263","NDA","04/07/2020","04/21/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1073"
"LUPRON DEPOT-PED KIT","LEUPROLIDE ACETATE","020263","NDA","04/14/2023","04/18/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2431"
"LUTATHERA","LUTETIUM DOTATATE LU-177","208700","NDA","04/23/2024","04/25/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2267"
"LUVOX","FLUVOXAMINE MALEATE","021519","NDA","08/18/2023","08/23/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=687"
"LUVOX CR","FLUVOXAMINE MALEATE","022033","NDA","01/04/2017","01/06/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=662"
"LUZU","LULICONAZOLE","204153","NDA","02/20/2018","02/21/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=832"
"LYBALVI","OLANZAPINE; SAMIDORPHAN L-MALATE","213378","NDA","01/30/2024","02/02/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2853"
"LYBREL","ETHINYL ESTRADIOL; LEVONORGESTREL","021864","NDA","06/16/2016","08/30/2016","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=117"
"LYMEPAK","DOXYCYCLINE HYCLATE","209844","NDA","01/24/2019","02/01/2019","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1858"
"LYMPHOSEEK KIT","TECHNETIUM TC-99M TILMANOCEPT","202207","NDA","05/19/2021","05/27/2021","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1986"
"LYNPARZA","OLAPARIB","206162","NDA","09/27/2018","10/04/2018","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=483"
"LYNPARZA","OLAPARIB","208558","NDA","11/06/2023","11/08/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1421"
"LYOPHILIZED CYTOXAN","CYCLOPHOSPHAMIDE","012142","NDA","09/05/2024","09/09/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=3018"
"LYRICA","PREGABALIN","021446","NDA","12/13/2023","12/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=637"
"LYRICA","PREGABALIN","022488","NDA","12/13/2023","12/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=638"
"LYRICA CR","PREGABALIN","209501","NDA","12/13/2023","12/20/2023","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2223"
"LYSODREN","MITOTANE","016885","NDA","10/28/2024","10/30/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1060"
"LYSTEDA","TRANEXAMIC ACID","022430","NDA","12/07/2020","12/11/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2366"
"LYTGOBI","FUTIBATINIB","214801","NDA","04/17/2024","04/22/2024","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2943"
"LYUMJEV","INSULIN LISPRO-AABC","761109","BLA","10/14/2022","10/19/2022","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=2526"
"M.V.I. ADULT","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K","021625","NDA","12/16/2020","12/23/2020","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1363"
"M.V.I. ADULT (PHARMACY BULK PACKAGE)","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E; VITAMIN K","021643","NDA","11/09/2017","11/14/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1364"
"M.V.I.-12","ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E","008809","NDA","11/09/2017","11/14/2017","https://www.accessdata.fda.gov/scripts/cder/safetylabelingchanges/index.cfm?event=searchdetail.page&DrugNameID=1362"
