Drug,Application Number,Date,Boxed Warning,Contraindications,Warnings and Precautions,Adverse Reactions,Drug Interactions,Use in Specific Populations,PCI/PI/MG
OPTIRAY 320(NDA-019710),019710,04/25/2023,,,x,,,x,
OPTIRAY 320(NDA-019710),019710,05/04/2022,x,,,,,,
OPTIRAY 320(NDA-019710),019710,02/18/2022,,,x,x,,x,x
OPTIRAY 320(NDA-019710),019710,01/23/2020,,,,,,x,
OPTIRAY 320(NDA-019710),019710,04/26/2017,x,x,x,x,x,x,x
OPTIRAY 320(NDA-019710),019710,04/05/2017,,,x,x,,,x
OPTIRAY 320(NDA-020923),020923,04/25/2023,,,x,,,x,
OPTIRAY 320(NDA-020923),020923,02/18/2022,,,x,x,,x,x
OPTIRAY 320(NDA-020923),020923,11/18/2020,,,,,,x,
OPTIRAY 320(NDA-020923),020923,11/18/2020,x,,,,,,
OPTIRAY 320(NDA-020923),020923,12/12/2017,,,,x,,,
OPTIRAY 320(NDA-020923),020923,04/26/2017,x,x,x,x,x,x,x
OPTIRAY 320(NDA-020923),020923,04/05/2017,,,x,x,,,x
OPTIRAY 350(NDA-019710),019710,04/25/2023,,,x,,,x,
OPTIRAY 350(NDA-019710),019710,05/04/2022,x,,,,,,
OPTIRAY 350(NDA-019710),019710,02/18/2022,,,x,x,,x,x
OPTIRAY 350(NDA-019710),019710,01/23/2020,,,,,,x,
OPTIRAY 350(NDA-019710),019710,04/26/2017,x,x,x,x,x,x,x
OPTIRAY 350(NDA-019710),019710,04/05/2017,,,x,x,,,x
OPTIRAY 350(NDA-020923),020923,04/25/2023,,,x,,,x,
OPTIRAY 350(NDA-020923),020923,02/18/2022,,,x,x,,x,x
OPTIRAY 350(NDA-020923),020923,11/18/2020,,,,,,x,
OPTIRAY 350(NDA-020923),020923,11/18/2020,x,,,,,,
OPTIRAY 350(NDA-020923),020923,12/12/2017,,,,x,,,
OPTIRAY 350(NDA-020923),020923,04/26/2017,x,x,x,x,x,x,x
OPTIRAY 350(NDA-020923),020923,04/05/2017,,,x,x,,,x
OPTISON(NDA-020899),020899,09/16/2021,,,,x,,,
OPTISON(NDA-020899),020899,09/16/2016,,x,x,,,,
OPTISON(NDA-020899),020899,09/16/2016,,,,,,,
OPZELURA(NDA-215309),215309,07/18/2022,x,,x,x,,x,x
ORABLOC(NDA-022466),022466,11/02/2018,,,x,,x,x,x
ORACEA(NDA-050805),050805,12/15/2021,,,x,,,x,x
ORAPRED ODT(NDA-021959),021959,06/05/2024,,,x,,,,
ORAPRED ODT(NDA-021959),021959,03/06/2020,,,x,x,,x,x
ORAQIX(NDA-021451),021451,11/02/2018,,,x,,x,,x
ORAVIG(NDA-022404),022404,02/04/2020,,,,x,,x,x
ORBACTIV(NDA-206334),206334,07/23/2021,,x,x,x,x,,x
ORBACTIV(NDA-206334),206334,12/11/2019,,,x,,,x,x
ORBACTIV(NDA-206334),206334,03/20/2018,,,x,,,,
ORBACTIV(NDA-206334),206334,10/17/2016,,,x,,x,,
ORBACTIV(NDA-206334),206334,01/20/2016,,x,x,,,,
ORENCIA(BLA-125118),125118,01/19/2024,,,x,,,x,x
ORENCIA(BLA-125118),125118,10/30/2023,,,x,,,x,x
ORENCIA(BLA-125118),125118,12/15/2021,,,x,x,,x,x
ORENCIA(BLA-125118),125118,06/17/2020,,,x,x,x,x,x
ORENCIA(BLA-125118),125118,03/21/2019,,,,x,,,
ORENCIA(BLA-125118),125118,06/30/2017,,,,x,,,
ORENCIA(BLA-125118),125118,03/30/2017,,,,x,,x,x
ORENITRAM(NDA-203496),203496,10/18/2019,,,,x,x,x,x
ORENITRAM(NDA-203496),203496,06/07/2017,,,,,,,x
ORENITRAM(NDA-203496),203496,01/24/2017,,,,x,,,
ORENITRAM(NDA-203496),203496,01/28/2016,,,,x,,,
ORFADIN(NDA-021232),021232,05/17/2019,,,x,,x,,
ORFADIN(NDA-021232),021232,09/01/2017,,,x,x,,x,
ORFADIN(NDA-021232),021232,06/13/2016,,,x,x,x,x,x
ORFADIN(NDA-206356),206356,05/17/2019,,,x,,x,,
ORFADIN(NDA-206356),206356,09/01/2017,,,x,x,,x,
ORGOVYX(NDA-214621),214621,10/18/2024,,,,,x,,x
ORGOVYX(NDA-214621),214621,03/30/2023,,x,x,x,,,x
ORIAHNN,213388,06/05/2023,,,,,,x,x
ORIAHNN,213388,08/02/2021,,,,,,,x
ORILISSA(NDA-210450),210450,06/05/2023,,,,,,x,x
ORILISSA(NDA-210450),210450,02/01/2021,,x,x,x,x,x,x
ORILISSA(NDA-210450),210450,08/28/2019,,,,,x,x,x
ORKAMBI(NDA-206038),206038,12/13/2024,,,,,,x,
ORKAMBI(NDA-206038),206038,08/03/2023,,,x,x,,,x
ORKAMBI(NDA-206038),206038,09/02/2022,,,,x,x,x,x
ORKAMBI(NDA-206038),206038,08/15/2018,,,,x,x,x,x
ORKAMBI(NDA-206038),206038,01/25/2018,,,x,x,,x,x
ORKAMBI(NDA-206038),206038,09/28/2016,,,,x,x,,
ORKAMBI(NDA-206038),206038,05/18/2016,,,x,,,x,
ORKAMBI(NDA-211358),211358,12/13/2024,,,,,,x,
ORKAMBI(NDA-211358),211358,08/03/2023,,,x,x,,,x
ORKAMBI(NDA-211358),211358,09/02/2022,,,,x,x,x,x
ORLADEYO(NDA-214094),214094,10/21/2024,,,,x,,,
ORLADEYO(NDA-214094),214094,11/21/2023,,,,,x,,
ORTHO CYCLEN-21(NDA-019653),019653,08/09/2017,,x,x,,x,,x
ORTHO EVRA(NDA-021180),021180,08/09/2017,,x,x,,x,,x
ORTHO TRI-CYCLEN(NDA-019697),019697,06/15/2023,,,,x,x,x,x
ORTHO TRI-CYCLEN(NDA-019697),019697,06/15/2023,,,,x,x,x,x
ORTHO TRI-CYCLEN(NDA-019697),019697,04/29/2022,,x,x,x,,,x
ORTHO TRI-CYCLEN(NDA-019697),019697,08/09/2017,,x,x,,x,,x
ORTHO TRI-CYCLEN LO(NDA-021241),021241,08/09/2017,,x,x,,x,,x
ORTHO-CEPT(NDA-020301),020301,08/09/2017,,x,x,,x,,x
ORTHO-NOVUM 1/35-28(NDA-017919),017919,08/09/2017,,x,x,,x,,x
ORTHO-NOVUM 7/7/7-21(NDA-018985),018985,08/09/2017,,x,x,,x,,x
ORTHO-NOVUM 7/7/7-28(NDA-018985),018985,08/09/2017,,x,x,,x,,x
ORTIKOS(NDA-211929),211929,06/05/2024,,,x,x,,,x
OSENI(NDA-022426),022426,06/28/2024,,x,x,x,x,x,x
OSENI(NDA-022426),022426,03/11/2022,,,x,x,,,x
OSENI(NDA-022426),022426,07/01/2019,,,,x,,,
OSENI(NDA-022426),022426,12/21/2017,,,,x,x,,
OSENI(NDA-022426),022426,12/12/2016,,,x,x,,x,x
OSENI(NDA-022426),022426,12/12/2016,,,x,x,,,x
OSMITROL 10% IN WATER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 10% IN WATER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 10% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,08/05/2019,,,x,,,,
OSMITROL 10% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 15% IN WATER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 15% IN WATER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 15% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 15% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 20% IN WATER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 20% IN WATER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 20% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 20% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 5% IN WATER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 5% IN WATER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMITROL 5% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,08/05/2019,,,x,,,x,
OSMITROL 5% IN WATER IN PLASTIC CONTAINER(NDA-013684),013684,11/15/2018,,x,x,x,x,x,x
OSMOPREP(NDA-021892),021892,11/29/2018,,x,x,x,x,x,x
OSPHENA(NDA-203505),203505,02/15/2024,,,x,,,,
OSPHENA(NDA-203505),203505,01/25/2019,x,,x,x,x,x,x
OSPHENA(NDA-203505),203505,10/26/2018,,,,x,,,
OTEZLA(NDA-205437),205437,04/25/2024,,,x,x,,x,x
OTEZLA(NDA-205437),205437,07/20/2023,,,,x,,,
OTEZLA(NDA-205437),205437,12/20/2021,,,x,x,,x,x
OTEZLA(NDA-205437),205437,04/10/2020,,,,x,,,
OTEZLA(NDA-205437),205437,07/19/2019,,,x,x,,x,x
OTEZLA(NDA-205437),205437,06/29/2017,,,x,,,,x
OTIPRIO(NDA-207986),207986,03/02/2018,,,,x,,x,x
OTREXUP(NDA-204824),204824,12/26/2019,,x,x,,x,x,x
OTREXUP(NDA-204824),204824,06/19/2019,,,,,,,
OTREXUP(NDA-204824),204824,03/15/2018,,,,,x,,
OTREXUP PFS(NDA-204824),204824,12/26/2019,,x,x,,x,x,x
OTREXUP PFS(NDA-204824),204824,06/19/2019,,,,,,,
OTREXUP PFS(NDA-204824),204824,03/15/2018,,,,,x,,
OVRETTE(NDA-017031),017031,08/15/2017,,x,x,x,x,x,x
OVRETTE(NDA-017031),017031,08/15/2017,,,,,,,
OXALIPLATIN(NDA-022160),022160,10/31/2024,x,x,x,x,x,x,x
OXALIPLATIN(NDA-022160),022160,04/10/2020,,,x,,,x,x
OXALIPLATIN(NDA-022160),022160,04/20/2016,,,x,x,,,
OXAYDO(NDA-202080),202080,04/19/2024,,,,,,x,x
OXAYDO(NDA-202080),202080,12/15/2023,x,,x,x,,x,x
OXAYDO(NDA-202080),202080,03/04/2021,,,x,,x,,x
OXAYDO(NDA-202080),202080,10/07/2019,,,x,,x,,x
OXAYDO(NDA-202080),202080,09/18/2018,x,,x,,,,
OXAYDO(NDA-202080),202080,12/16/2016,x,,x,x,,x,
OXAYDO(NDA-202080),202080,12/16/2016,x,x,x,x,x,x,x
OXBRYTA(NDA-213137),213137,08/18/2023,,,x,x,,,x
OXBRYTA(NDA-216157),216157,08/18/2023,,,x,x,,,x
OXERVATE(BLA-761094),761094,10/20/2023,,,,x,,,
OXILAN-300(NDA-020316),020316,04/05/2017,,,x,x,,,x
OXILAN-350(NDA-020316),020316,04/05/2017,,,x,x,,,x
OXLUMO(NDA-214103),214103,10/06/2022,,,,x,,x,
OXTELLAR XR(NDA-202810),202810,12/13/2018,,x,x,x,,x,x
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,04/19/2024,,,,,,x,x
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,12/15/2023,x,x,x,,,,x
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,07/21/2021,,,,,,x,
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,03/04/2021,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,10/07/2019,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,09/18/2018,x,,x,,,,
OXYCODONE HYDROCHLORIDE(NDA-200534),200534,12/16/2016,x,x,x,x,x,x,x
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,04/19/2024,,,,,,x,x
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,12/15/2023,x,x,x,x,,,x
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,07/21/2021,,,,,,x,
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,03/04/2021,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,10/07/2019,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,09/18/2018,x,,x,,,,
OXYCODONE HYDROCHLORIDE(NDA-200535),200535,12/16/2016,x,x,x,x,x,x,x
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,04/19/2024,,,,,,x,
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,12/15/2023,,,x,x,x,x,x
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,07/21/2021,,,,,,x,
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,03/04/2021,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,10/07/2019,,,x,,x,,x
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,09/18/2018,x,,x,,,,
OXYCODONE HYDROCHLORIDE(NDA-201194),201194,12/16/2016,x,x,x,x,x,x,x
OXYCONTIN(NDA-022272),022272,12/15/2023,x,,x,x,,x,x
OXYCONTIN(NDA-022272),022272,03/04/2021,,,x,,x,,x
OXYCONTIN(NDA-022272),022272,10/07/2019,,,x,,x,,x
OXYCONTIN(NDA-022272),022272,09/18/2018,x,,x,,,,
OXYCONTIN(NDA-022272),022272,12/16/2016,x,,x,x,x,x,x
OXYTOCIN(NDA-018248),018248,09/20/2022,,,x,,,,
OXYTROL(NDA-021351),021351,05/29/2024,,,,,,,x
OXYTROL(NDA-021351),021351,10/24/2017,,,x,x,,x,x
OXYTROL(NDA-021351),021351,10/24/2017,,,x,x,,x,x
OXYTROL FOR WOMEN(NDA-202211),202211,03/03/2016,,,x,,,,
OZEMPIC(NDA-209637),209637,11/01/2024,,,x,x,,,x
OZEMPIC(NDA-209637),209637,09/22/2023,,,,x,x,,
OZEMPIC(NDA-209637),209637,09/22/2023,,,,x,x,,
OZEMPIC(NDA-209637),209637,10/06/2022,,,,,,x,
OZEMPIC(NDA-209637),209637,03/28/2022,,,x,x,,x,x
OZEMPIC(NDA-209637),209637,04/12/2021,,x,x,x,x,,x
OZEMPIC(NDA-209637),209637,01/16/2020,,,,,,,x
OZURDEX(NDA-022315),022315,10/21/2020,,,,x,,,
OZURDEX(NDA-022315),022315,05/15/2018,,,,x,,x,
PACLITAXEL(NDA-216338),216338,11/21/2023,,,,,,x,
PADCEV(BLA-761137),761137,04/18/2023,,,,,,x,x
PADCEV(BLA-761137),761137,04/03/2023,,,x,x,,x,x
PADCEV(BLA-761137),761137,10/28/2022,,,x,,,,x
PADCEV(BLA-761137),761137,07/09/2021,,,x,x,x,x,x
PADCEV(BLA-761137),761137,03/22/2021,,,x,x,,,x
PALONOSETRON HYDROCHLORIDE(NDA-208109),208109,12/06/2018,,,,x,,x,
PALYNZIQ(BLA-761079),761079,11/20/2020,,,,,,x,
PALYNZIQ(BLA-761079),761079,10/06/2020,,,x,x,x,x,x
PAMELOR(NDA-018013),018013,04/09/2019,,,x,x,,,x
PANCREAZE(BLA-022523),022523,02/28/2024,,,x,x,,x,x
PANDEL(NDA-020453),020453,01/25/2017,,x,x,x,,x,x
PANTOPRAZOLE SODIUM(NDA-209463),209463,07/18/2023,,,,x,,,
PANTOPRAZOLE SODIUM(NDA-209463),209463,03/04/2022,,,x,x,,,x
PANTOPRAZOLE SODIUM(NDA-209463),209463,11/27/2020,,x,x,x,,,x
PANTOPRAZOLE SODIUM(NDA-209463),209463,06/23/2020,,,x,,,,
PANTOPRAZOLE SODIUM(NDA-209463),209463,10/10/2018,,,x,x,x,,
PARAGARD T 380A(NDA-018680),018680,06/28/2024,,,,x,,,
PARAGARD T 380A(NDA-018680),018680,09/05/2019,,,,,,,
PARAGARD T 380A(NDA-018680),018680,09/05/2019,,,,,,x,
PARICALCITOL(NDA-201657),201657,12/17/2019,,x,x,x,,x,x
PARICALCITOL(NDA-207174),207174,10/17/2019,,x,x,x,x,x,x
PARLODEL(NDA-017962),017962,07/12/2021,,,x,x,,,x
PARLODEL(NDA-017962),017962,12/13/2019,,,x,x,,,x
PARNATE(NDA-012342),012342,01/04/2018,x,x,x,x,x,x,x
PARSABIV(NDA-208325),208325,03/08/2019,,x,x,x,,,
PATANASE(NDA-021861),021861,03/04/2021,,,,x,,x,x
PAXIL(NDA-020031),020031,11/26/2024,,,x,,,x,x
PAXIL(NDA-020031),020031,08/18/2023,,,x,x,x,x,x
PAXIL(NDA-020031),020031,09/20/2021,,,x,x,,,x
PAXIL(NDA-020031),020031,02/06/2021,x,,,,,,
PAXIL(NDA-020031),020031,01/04/2017,,,x,,x,,
PAXIL(NDA-020710),020710,08/18/2023,,,x,x,x,x,x
PAXIL(NDA-020710),020710,09/20/2021,,,x,x,,,x
PAXIL(NDA-020710),020710,02/06/2021,x,,,,,,
PAXIL(NDA-020710),020710,01/04/2017,,,x,,x,,
PAXIL CR(NDA-020936),020936,08/18/2023,,,,,,,
PAXIL CR(NDA-020936),020936,08/18/2023,,,x,x,x,x,x
PAXIL CR(NDA-020936),020936,09/20/2021,,,x,x,,,x
PAXIL CR(NDA-020936),020936,09/11/2019,x,,,,,,
PAXIL CR(NDA-020936),020936,01/04/2017,,,x,,x,,
PAXLOVID,217188,11/19/2024,,,,,,x,
PAZEO(NDA-206276),206276,07/13/2020,,,x,,,,
PCE(NDA-050611),050611,04/23/2018,,x,,,,,
PEDIAPRED(NDA-019157),019157,06/05/2024,,,x,,,,
PEDIATRIC ADVIL(NDA-020812),020812,03/24/2017,,,x,,,,
PEGASYS(BLA-103964),103964,12/11/2023,x,,,x,,,
PEGASYS(BLA-103964),103964,10/13/2017,,,x,x,,x,x
PEGINTRON(BLA-103949),103949,01/08/2019,,x,x,x,x,x,x
PEGINTRON(BLA-103949),103949,05/25/2018,,,,x,,,
PEGINTRON(BLA-103949),103949,10/03/2017,,,,x,,,
PEGINTRON(BLA-103949),103949,10/02/2017,,,,x,,,x
PEGINTRON(BLA-103949),103949,10/02/2017,,,,x,,,x
PEGINTRON(BLA-103949),103949,05/25/2017,,,,x,,,
PEMAZYRE(NDA-213736),213736,08/25/2022,,,x,x,,x,x
PEMAZYRE(NDA-213736),213736,02/23/2021,,,x,x,x,x,x
PEMETREXED(NDA-208419),208419,11/22/2022,,,x,x,,x,x
PEMETREXED(NDA-208419),208419,11/22/2022,,,x,x,,x,x
PEMETREXED(NDA-208419),208419,11/22/2022,,,x,x,,x,x
PEMFEXY(NDA-209472),209472,12/14/2022,,,x,x,,x,
PENNSAID(NDA-020947),020947,05/09/2016,x,,x,,,,x
PENNSAID(NDA-204623),204623,11/21/2024,,,x,x,,,
PENNSAID(NDA-204623),204623,01/27/2022,,,,,,x,
PENNSAID(NDA-204623),204623,04/28/2021,,,x,,,x,x
PENNSAID(NDA-204623),204623,05/09/2016,x,,x,,,,x
PENTASA(NDA-020049),020049,07/30/2024,,,x,x,x,x,x
PENTASA(NDA-020049),020049,10/24/2023,,,x,x,,,
PENTASA(NDA-020049),020049,11/16/2022,,,x,,,,
PENTASA(NDA-020049),020049,11/01/2021,,,x,x,,,
PENTASA(NDA-020049),020049,05/25/2021,,x,x,x,,,
PENTASA(NDA-020049),020049,10/01/2020,,x,x,,x,x,
PENTASA(NDA-020049),020049,07/16/2019,,,x,,,x,
PENTASA(NDA-020049),020049,05/30/2018,,,x,x,,,
PENTASA(NDA-020049),020049,08/22/2017,,,,x,,,
PENTASA(NDA-020049),020049,07/27/2017,,,,x,,,
PEPCID(NDA-019462),019462,11/11/2018,,,,,,x,
PEPCID(NDA-019462),019462,06/21/2018,,x,x,x,x,x,x
PEPCID(NDA-019527),019527,08/15/2019,,x,x,x,x,x,x
PEPCID AC(NDA-020325),020325,04/09/2019,,,x,,,,
PEPCID AC(NDA-020801),020801,10/29/2019,,,x,,,,
PEPCID COMPLETE(NDA-020958),020958,04/09/2019,,,x,,,,
PERCODAN(NDA-007337),007337,11/21/2024,,,x,x,,,
PERCODAN(NDA-007337),007337,04/19/2024,,,x,,,x,
PERCODAN(NDA-007337),007337,12/15/2023,x,,x,x,,,x
PERCODAN(NDA-007337),007337,04/28/2021,,,x,,,x,x
PERCODAN(NDA-007337),007337,10/07/2019,,,x,,,,
PERCODAN(NDA-007337),007337,09/18/2018,x,,x,,,,
PERCODAN(NDA-007337),007337,12/16/2016,x,x,x,x,x,x,x
PERFOROMIST(NDA-022007),022007,05/29/2019,,x,x,x,,,x
PERFOROMIST(NDA-022007),022007,11/30/2017,,,,x,,x,
PERIKABIVEN IN PLASTIC CONTAINER(NDA-200656),200656,05/17/2023,,x,x,x,,x,x
PERIKABIVEN IN PLASTIC CONTAINER(NDA-200656),200656,06/28/2022,,x,x,x,x,x,x
PERJETA(BLA-125409),125409,12/18/2018,,,,,,x,
PERJETA(BLA-125409),125409,09/20/2018,,,x,x,,,
PERJETA(BLA-125409),125409,12/20/2017,,,x,x,x,x,
PERJETA(BLA-125409),125409,12/20/2017,,,x,x,x,x,
PERSANTINE(NDA-012836),012836,12/11/2019,,,x,,x,,
PERSERIS KIT(NDA-210655),210655,12/15/2022,,,x,x,,x,x
PERSERIS KIT(NDA-210655),210655,02/05/2020,,,,x,,,
PERTZYE(BLA-022175),022175,02/28/2024,,,x,x,,x,x
PERTZYE(BLA-022175),022175,09/28/2022,,,,,,,x
PERTZYE(BLA-022175),022175,07/12/2017,,,x,,,,x
PEXEVA(NDA-021299),021299,08/18/2023,,,,,,x,x
PEXEVA(NDA-021299),021299,08/18/2023,,,x,x,,,x
PEXEVA(NDA-021299),021299,09/20/2021,,,x,,,,x
PEXEVA(NDA-021299),021299,12/31/2020,x,x,x,x,x,x,x
PEXEVA(NDA-021299),021299,01/04/2017,,,x,,x,,x
PHENDIMETRAZINE TARTRATE(NDA-018074),018074,03/22/2019,,,x,,,,
PHENERGAN VC W/ CODEINE(NDA-008306),008306,12/15/2023,,,,x,,,
PHENERGAN VC W/ CODEINE(NDA-008306),008306,06/28/2018,x,x,x,x,x,x,x
PHENERGAN VC W/ CODEINE(NDA-008306),008306,08/29/2017,x,x,x,,,x,x
PHENERGAN VC W/ CODEINE(NDA-008306),008306,01/13/2017,x,,x,,x,,x
PHENERGAN W/ CODEINE(NDA-008306),008306,06/28/2018,x,x,x,x,x,x,x
PHENERGAN W/ CODEINE(NDA-008306),008306,08/29/2017,x,x,x,,,x,x
PHENERGAN W/ CODEINE(NDA-008306),008306,01/13/2017,x,,x,,x,,x
PHENYLEPHRINE HYDROCHLORIDE(NDA-203510),203510,04/17/2020,,,,,,x,
PHENYLEPHRINE HYDROCHLORIDE(NDA-203826),203826,03/09/2023,,,,,,x,
PHESGO(BLA-761170),761170,11/22/2024,,,,x,,,
PHOSLYRA(NDA-022581),022581,09/30/2020,,,x,x,,x,
PHOSPHOLINE IODIDE(NDA-011963),011963,10/28/2021,,x,x,x,,,
PHOSPHOLINE IODIDE(NDA-011963),011963,07/03/2018,,x,x,x,,,
PHOTOFRIN(NDA-020451),020451,01/01/2020,,,x,x,x,x,
PHOTOFRIN(NDA-021525),021525,01/01/2020,,,x,x,x,x,
PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER(NDA-207026),207026,06/30/2017,,,x,x,,x,
PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER(NDA-207026),207026,07/20/2016,,x,x,x,x,,
PHYRAGO(NDA-216099),216099,12/03/2024,,,,,x,,
PHYRAGO(NDA-216099),216099,07/31/2024,,,,x,,,
PICATO(NDA-202833),202833,03/19/2021,,,x,x,,,x
PICATO(NDA-202833),202833,12/17/2020,,,,x,,,
PICATO(NDA-202833),202833,02/13/2020,,,,,,x,x
PICATO(NDA-202833),202833,09/13/2016,,,,x,,,x
PIFELTRO(NDA-210806),210806,11/07/2024,,,x,x,,x,x
PIFELTRO(NDA-210806),210806,01/27/2022,,,,x,,x,x
PIFELTRO(NDA-210806),210806,10/10/2019,,,,x,,,
PIFELTRO(NDA-210806),210806,09/19/2019,,,x,x,,,x
PIQRAY(NDA-212526),212526,01/18/2024,,,x,x,,,x
PIQRAY(NDA-212526),212526,11/22/2022,,,,,x,,
PIQRAY(NDA-212526),212526,05/04/2022,,,x,x,,,x
PIQRAY(NDA-212526),212526,07/20/2021,,,x,x,,x,x
PIQRAY(NDA-212526),212526,09/01/2020,,,x,x,,,
PLAN B(NDA-021045),021045,04/24/2018,,,x,,,,
PLAN B(NDA-021045),021045,09/28/2017,,,,,x,x,x
PLAN B ONE-STEP(NDA-021998),021998,08/10/2017,,,x,,,,x
PLAQUENIL(NDA-009768),009768,12/12/2023,,,x,x,x,,x
PLAQUENIL(NDA-009768),009768,07/24/2023,,,x,x,,,x
PLAQUENIL(NDA-009768),009768,05/04/2022,,,x,,,,
PLAQUENIL(NDA-009768),009768,05/03/2021,,,x,x,x,x,x
PLAQUENIL(NDA-009768),009768,01/27/2017,,,x,x,x,x,x
PLAQUENIL(NDA-009768),009768,01/27/2017,,,x,x,x,x,x
PLAQUENIL(NDA-009768),009768,01/27/2017,,,x,x,x,x,x
PLASMA-LYTE 148 IN WATER IN PLASTIC CONTAINER(NDA-017378),017378,08/05/2019,,,x,x,x,x,
PLASMA-LYTE 56 AND DEXTROSE 5% IN PLASTIC CONTAINER(NDA-017385),017385,03/18/2016,,x,x,,,,
PLASMA-LYTE A IN PLASTIC CONTAINER(NDA-017378),017378,08/05/2019,,,x,x,x,x,
PLAVIX(NDA-020839),020839,09/16/2022,,,x,,x,,x
PLAVIX(NDA-020839),020839,03/01/2021,,,x,,x,,x
PLAVIX(NDA-020839),020839,05/17/2019,,,,x,,,x
PLAVIX(NDA-020839),020839,10/11/2018,,,,,,x,
PLAVIX(NDA-020839),020839,05/25/2018,,,,,x,,
PLAVIX(NDA-020839),020839,10/31/2017,,,,x,,,
PLAVIX(NDA-020839),020839,07/10/2017,,,,,x,,
PLAVIX(NDA-020839),020839,09/16/2016,,,,,x,x,x
PLAVIX(NDA-020839),020839,09/16/2016,x,,x,x,,,
PLEGRIDY(BLA-125499),125499,07/28/2023,,,x,x,,,x
PLEGRIDY(BLA-125499),125499,03/29/2022,,,x,x,,,
PLEGRIDY(BLA-125499),125499,11/03/2021,,,x,x,,,x
PLEGRIDY(BLA-125499),125499,01/29/2021,,,x,x,,,x
PLEGRIDY(BLA-125499),125499,03/27/2020,,,,,,x,x
PLEGRIDY(BLA-125499),125499,07/10/2019,,,,,,,x
PLEGRIDY(BLA-125499),125499,07/14/2016,,,,,,x,x
PLENVU(NDA-209381),209381,09/08/2023,,,,,,,x
PLENVU(NDA-209381),209381,05/14/2021,,,x,,,,x
PLENVU(NDA-209381),209381,05/29/2019,,,,,,,x
PLETAL(NDA-020863),020863,05/17/2017,,,x,x,,,
PLIAGLIS(NDA-021717),021717,12/11/2018,,,,,,x,x
PLIAGLIS(NDA-021717),021717,11/02/2018,,,x,,x,,x
PLIAGLIS(NDA-021717),021717,11/21/2017,,,x,x,x,,x
POLIVY(BLA-761121),761121,04/19/2023,,,x,x,,x,
POMALYST(NDA-204026),204026,12/03/2020,,,,x,,,
POMALYST(NDA-204026),204026,11/20/2020,,,,,,x,
POMALYST(NDA-204026),204026,10/30/2019,,x,x,x,,,x
POMALYST(NDA-204026),204026,03/20/2018,,,x,x,,x,x
POMALYST(NDA-204026),204026,12/29/2017,,,x,x,,,
POMALYST(NDA-204026),204026,11/30/2017,,,x,x,,,x
POMALYST(NDA-204026),204026,06/30/2016,,,,,x,x,x
POMALYST(NDA-204026),204026,06/30/2016,,,,x,,x,x
POMBILITI(BLA-761204),761204,07/25/2024,,,,x,,x,x
PONSTEL(NDA-015034),015034,11/21/2024,,,x,x,,,
PONSTEL(NDA-015034),015034,04/28/2021,,,x,,,x,x
PONSTEL(NDA-015034),015034,05/09/2016,x,,x,,,,x
PONVORY(NDA-213498),213498,06/05/2024,,,x,,,,x
PONVORY(NDA-213498),213498,08/10/2023,,,x,,,,
